#F1	F2	d
MZ22523612	MZ22509148	-0.0203
MZ22529724	MZ22503728	-0.0037
MZ22520737	MZ22518797	0.6241
MZ22527920	MZ22511153	0.0000
MZ22526724	MZ22522806	-0.0000
MZ22530766	MZ22520082	-0.0000
MZ22513281	MZ22500876	0.0009
MZ22516910	MZ22519774	0.0000
MZ22529964	MZ22509437	-0.0054
MZ22529721	MZ22513657	0.0000
MZ22510001	MZ22501608	1.0095
MZ22520342	MZ22510451	0.0000
MZ22527103	MZ22500599	0.0000
MZ22530974	MZ22515596	0.0000
MZ22529733	MZ22512611	0.0000
MZ22530884	MZ22501823	0.0000
MZ22527661	MZ22505124	0.0000
MZ22523582	MZ22511585	0.0555
MZ22523692	MZ22505011	0.3408
MZ22530294	MZ22513855	-0.0000
MZ22530881	MZ22500800	0.0000
MZ22531185	MZ22505649	0.0000
MZ22513492	MZ22510321	-0.0005
MZ22528937	MZ22517337	-0.0023
MZ22529697	MZ22507464	-0.0033
MZ22530745	MZ22505600	0.0000
MZ22530889	MZ22527809	-0.0010
MZ22529811	MZ22503584	0.0000
MZ22529702	MZ22521881	0.5882
MZ22529992	MZ22517980	0.0000
MZ22524861	MZ22508830	-0.0097
MZ22525876	MZ22520924	0.0000
MZ22530645	MZ22508463	0.0000
MZ22527863	MZ22503507	0.3122
MZ22530395	MZ22521240	-0.0071
MZ22528744	MZ22505819	0.1764
MZ22529088	MZ22504910	0.0392
MZ22531110	MZ22502102	0.0000
MZ22529278	MZ22507284	0.0000
MZ22522529	MZ22506272	-0.0000
MZ22530640	MZ22516908	0.0000
MZ22530658	MZ22527773	0.0000
MZ22529782	MZ22515722	0.0000
MZ22520691	MZ22529544	-0.0000
MZ22509382	MZ22509421	0.2958
MZ22530184	MZ22513174	0.0000
MZ22521943	MZ22514954	0.0856
MZ22528844	MZ22503190	0.0000
MZ22530655	MZ22523193	0.0000
MZ22527217	MZ22521950	0.1566
MZ22525273	MZ22520475	0.3881
MZ22529397	MZ22515532	-0.0116
MZ22530462	MZ22513679	0.0000
MZ22526790	MZ22523853	0.0726
MZ22527612	MZ22506607	-0.0104
MZ22529732	MZ22503604	0.0000
MZ22523635	MZ22513823	-0.0028
MZ22528712	MZ22511783	-0.0107
MZ22525022	MZ22501331	0.0000
MZ22518356	MZ22520991	0.0000
MZ22520745	MZ22511648	0.2983
MZ22523815	MZ22513637	0.0642
MZ22529381	MZ22502668	0.0000
MZ22525368	MZ22523606	0.3214
MZ22528810	MZ22504732	0.0000
MZ22520865	MZ22512407	0.1796
MZ22529288	MZ22501246	0.1309
MZ22517242	MZ22502069	0.0541
MZ22529991	MZ22525304	0.0000
MZ22519837	MZ22503215	0.7313
MZ22527635	MZ22524334	0.0978
MZ22529671	MZ22502290	-0.0004
MZ22528855	MZ22528853	0.7129
MZ22513037	MZ22503206	0.4230
MZ22529993	MZ22514162	0.0000
MZ22527377	MZ22515260	-0.0175
MZ22529191	MZ22526118	0.0000
MZ22521022	MZ22500751	0.0484
MZ22529645	MZ22500458	0.0000
MZ22524753	MZ22514310	0.0000
MZ22530619	MZ22512340	0.0000
MZ22530755	MZ22504765	0.0000
MZ22527657	MZ22522966	0.3905
MZ22528622	MZ22510516	0.6884
MZ22521009	MZ22517337	-0.0046
MZ22527316	MZ22513012	0.0000
MZ22530949	MZ22525134	0.0000
MZ22524070	MZ22518316	0.0425
MZ22511791	MZ22512218	-0.0017
MZ22521183	MZ22502433	0.0062
MZ22528705	MZ22503972	0.5612
MZ22526994	MZ22511541	0.0592
MZ22529676	MZ22516198	0.0000
MZ22527514	MZ22502852	0.1607
MZ22530152	MZ22518798	0.0000
MZ22529910	MZ22510861	0.0000
MZ22529916	MZ22518452	-0.0000
MZ22531131	MZ22509291	0.1222
MZ22530844	MZ22511994	0.0000
MZ22521510	MZ22500041	0.0866
MZ22530258	MZ22520332	0.0000
MZ22526238	MZ22509264	0.0000
MZ22530969	MZ22514796	0.0000
MZ22521293	MZ22503707	0.1210
MZ22526801	MZ22514968	0.0000
MZ22529820	MZ22526115	-0.0009
MZ22528668	MZ22516932	0.0000
MZ22521847	MZ22512108	-0.0121
MZ22525503	MZ22522151	-0.0060
MZ22528607	MZ22521056	0.0000
MZ22530079	MZ22508284	-0.0030
MZ22526159	MZ22514224	-0.0131
MZ22530383	MZ22515343	0.1779
MZ22510313	MZ22501350	0.3633
MZ22521852	MZ22510939	0.4467
MZ22524634	MZ22513520	-0.0000
MZ22525170	MZ22511211	0.0000
MZ22523171	MZ22510129	0.0000
MZ22531062	MZ22502544	0.0000
MZ22530851	MZ22501098	-0.0011
MZ22515579	MZ22505482	0.0138
MZ22530469	MZ22513972	0.0000
MZ22528794	MZ22503075	-0.0045
MZ22527896	MZ22501404	-0.0026
MZ22528711	MZ22500211	0.0113
MZ22526042	MZ22511102	0.1966
MZ22526006	MZ22508840	0.7086
MZ22527389	MZ22519983	0.4944
MZ22525150	MZ22517300	0.0000
MZ22530750	MZ22526621	0.0000
MZ22528431	MZ22515149	0.0000
MZ22529682	MZ22507224	0.3168
MZ22527568	MZ22514529	0.0000
MZ22530291	MZ22500758	-0.0077
MZ22530600	MZ22505280	0.0000
MZ22529894	MZ22505483	0.0000
MZ22531186	MZ22520386	-0.0000
MZ22530627	MZ22509657	0.0000
MZ22527144	MZ22523230	0.1275
MZ22529231	MZ22502494	0.0000
MZ22530968	MZ22519770	0.0000
MZ22530345	MZ22510426	-0.0052
MZ22527632	MZ22510185	-0.0000
MZ22530038	MZ22523955	-0.0000
MZ22529741	MZ22530769	0.6323
MZ22530250	MZ22506111	-0.0004
MZ22530366	MZ22523066	0.0000
MZ22526895	MZ22506449	-0.0075
MZ22528522	MZ22500028	0.0037
MZ22531212	MZ22501554	0.0000
MZ22512937	MZ22507734	-0.0000
MZ22529509	MZ22502727	0.0000
MZ22524530	MZ22508224	0.0000
MZ22524735	MZ22505386	0.0000
MZ22529756	MZ22506660	-0.0042
MZ22529788	MZ22505782	0.0000
MZ22529297	MZ22513226	0.0000
MZ22530767	MZ22505296	0.0000
MZ22528203	MZ22523160	-0.0071
MZ22525632	MZ22512627	-0.0000
MZ22530326	MZ22501763	0.0000
MZ22527687	MZ22513587	0.0000
MZ22502847	MZ22500081	0.6226
MZ22522460	MZ22516498	0.0961
MZ22520065	MZ22506044	0.0000
MZ22525628	MZ22501140	0.0000
MZ22515566	MZ22504166	0.7125
MZ22525480	MZ22526285	0.1682
MZ22524574	MZ22522505	0.0456
MZ22531187	MZ22505552	0.0000
MZ22528754	MZ22503127	0.0000
MZ22508479	MZ22500529	0.2736
MZ22530062	MZ22513756	0.0000
MZ22531101	MZ22513457	-0.0000
MZ22510483	MZ22512008	0.0000
MZ22530425	MZ22509940	0.0000
MZ22528625	MZ22509519	0.0000
MZ22527760	MZ22527034	0.0000
MZ22526484	MZ22515286	-0.0179
MZ22522010	MZ22508176	0.4215
MZ22518106	MZ22515490	-0.0054
MZ22528064	MZ22521745	0.0000
MZ22526221	MZ22522307	-0.0108
MZ22530518	MZ22504599	-0.0093
MZ22520632	MZ22512331	0.2803
MZ22528786	MZ22521054	0.0000
MZ22530373	MZ22522940	0.0000
MZ22530175	MZ22520456	0.0000
MZ22528079	MZ22506875	0.0000
MZ22531132	MZ22521985	0.0000
MZ22525763	MZ22506405	0.1116
MZ22527660	MZ22527825	0.0000
MZ22522068	MZ22502274	0.1769
MZ22529600	MZ22510975	-0.0101
MZ22511660	MZ22511277	0.0000
MZ22526499	MZ22526788	0.0000
MZ22525485	MZ22524897	0.0000
MZ22531240	MZ22521559	0.0000
MZ22529296	MZ22515766	-0.0000
MZ22530509	MZ22507679	0.0000
MZ22530975	MZ22521981	-0.0000
MZ22528398	MZ22500137	0.0643
MZ22528180	MZ22509347	-0.0178
MZ22528745	MZ22518006	-0.0011
MZ22515656	MZ22504493	0.5396
MZ22529117	MZ22506886	0.2599
MZ22522637	MZ22502021	0.0539
MZ22528322	MZ22505133	-0.0050
MZ22525034	MZ22522293	0.7194
MZ22530531	MZ22511365	0.0011
MZ22510687	MZ22502858	-0.0006
MZ22521165	MZ22500683	0.3215
MZ22526127	MZ22519076	0.0442
MZ22530442	MZ22522144	0.0000
MZ22530696	MZ22510575	0.0000
MZ22525944	MZ22507890	0.4840
MZ22524300	MZ22514353	0.0000
MZ22522432	MZ22512563	0.0726
MZ22527463	MZ22513567	0.0000
MZ22530702	MZ22520671	-0.0142
MZ22528756	MZ22502720	0.0000
MZ22530012	MZ22520285	0.0000
MZ22529358	MZ22500453	0.0000
MZ22529713	MZ22521813	0.1893
MZ22524881	MZ22521782	0.3989
MZ22531039	MZ22504876	-0.0180
MZ22520678	MZ22505934	-0.0099
MZ22530384	MZ22515711	-0.0028
MZ22521380	MZ22519957	0.0320
MZ22509687	MZ22501044	0.4080
MZ22529774	MZ22519300	0.0000
MZ22530664	MZ22502668	0.0000
MZ22522331	MZ22523257	-0.0000
MZ22530989	MZ22524056	0.0000
MZ22529971	MZ22506506	0.0000
MZ22531017	MZ22513620	0.0000
MZ22524459	MZ22508750	0.0000
MZ22526755	MZ22505615	0.0000
MZ22530036	MZ22522277	0.0000
MZ22523429	MZ22501351	0.1837
MZ22524394	MZ22525259	0.0000
MZ22512937	MZ22511122	-0.0000
MZ22530726	MZ22503190	0.0000
MZ22529321	MZ22519058	-0.0064
MZ22525826	MZ22502119	-0.0065
MZ22523099	MZ22517774	-0.0000
MZ22528954	MZ22514529	0.0000
MZ22529674	MZ22519150	-0.0085
MZ22530886	MZ22501066	-0.0063
MZ22523000	MZ22505804	0.4193
MZ22518791	MZ22505694	0.5508
MZ22519107	MZ22526302	0.0000
MZ22522609	MZ22513300	0.3585
MZ22525186	MZ22502151	0.0000
MZ22529787	MZ22509160	0.0000
MZ22527181	MZ22518143	0.0247
MZ22529078	MZ22504929	0.0000
MZ22530440	MZ22522196	0.0000
MZ22510098	MZ22500810	0.1941
MZ22523653	MZ22522588	-0.0069
MZ22530615	MZ22522242	-0.0000
MZ22525890	MZ22515709	0.0000
MZ22512121	MZ22500403	0.4366
MZ22512883	MZ22525011	0.0378
MZ22529738	MZ22523474	0.0000
MZ22529431	MZ22514750	-0.0022
MZ22530563	MZ22515722	0.0000
MZ22526755	MZ22515207	-0.0079
MZ22528400	MZ22506296	0.0000
MZ22527657	MZ22512255	-0.0053
MZ22529191	MZ22522513	0.0000
MZ22528919	MZ22500612	-0.0092
MZ22531178	MZ22520273	-0.0062
MZ22529522	MZ22503510	-0.0002
MZ22527499	MZ22505026	0.0491
MZ22530725	MZ22512944	0.0000
MZ22526487	MZ22512400	0.3370
MZ22503603	MZ22500314	0.2484
MZ22526727	MZ22504128	0.0000
MZ22530001	MZ22508597	0.0000
MZ22521960	MZ22504163	0.3741
MZ22511791	MZ22500381	0.0000
MZ22530808	MZ22509973	0.0000
MZ22528949	MZ22503748	0.2017
MZ22507470	MZ22506754	0.4036
MZ22527231	MZ22512150	-0.0000
MZ22530622	MZ22508316	0.0000
MZ22531030	MZ22520706	-0.0129
MZ22526421	MZ22513945	-0.0000
MZ22531171	MZ22522425	-0.0053
MZ22528940	MZ22500257	0.0000
MZ22530632	MZ22517414	0.4545
MZ22524808	MZ22515618	0.0322
MZ22513602	MZ22501433	0.2381
MZ22526713	MZ22511867	0.0560
MZ22530308	MZ22527073	0.0000
MZ22531041	MZ22513340	0.0000
MZ22530151	MZ22500976	0.0000
MZ22525662	MZ22522999	0.3037
MZ22529715	MZ22507730	0.0000
MZ22528340	MZ22500040	0.0673
MZ22521159	MZ22506092	0.7268
MZ22525567	MZ22516756	0.2440
MZ22530265	MZ22510429	0.0000
MZ22529467	MZ22519194	0.0000
MZ22525704	MZ22518682	0.6423
MZ22530454	MZ22505026	-0.0053
MZ22530099	MZ22500471	-0.0074
MZ22525667	MZ22522243	-0.0000
MZ22530967	MZ22500339	0.0000
MZ22529773	MZ22523052	0.0000
MZ22525635	MZ22511335	0.0000
MZ22515076	MZ22509319	0.0500
MZ22530729	MZ22508074	0.0000
MZ22529223	MZ22506651	0.0000
MZ22526726	MZ22508643	0.7475
MZ22525671	MZ22520919	0.1370
MZ22528105	MZ22515652	0.0000
MZ22527359	MZ22511701	0.0644
MZ22530592	MZ22503391	0.1060
MZ22520378	MZ22519192	0.0906
MZ22503961	MZ22512965	0.0000
MZ22531025	MZ22524056	0.0000
MZ22527861	MZ22521948	-0.0000
MZ22513157	MZ22518667	0.0000
MZ22530307	MZ22524907	0.0000
MZ22529923	MZ22524251	-0.0000
MZ22526072	MZ22510478	0.1525
MZ22526204	MZ22505434	0.0070
MZ22526942	MZ22511331	0.0226
MZ22530733	MZ22506815	-0.0000
MZ22530794	MZ22502203	0.0000
MZ22529772	MZ22519033	0.0000
MZ22528612	MZ22515266	0.1350
MZ22511067	MZ22500665	0.2378
MZ22525328	MZ22523440	0.0000
MZ22526138	MZ22517955	0.0772
MZ22531243	MZ22512913	-0.0034
MZ22528995	MZ22527477	0.0000
MZ22529212	MZ22510595	0.0000
MZ22526642	MZ22522861	0.0000
MZ22530739	MZ22521136	0.0000
MZ22530135	MZ22512574	0.0000
MZ22515991	MZ22500472	0.4050
MZ22530476	MZ22527606	0.0000
MZ22530018	MZ22517972	-0.0099
MZ22528355	MZ22523033	-0.0017
MZ22529140	MZ22501845	-0.0031
MZ22529870	MZ22510004	-0.0000
MZ22531095	MZ22500840	-0.0024
MZ22517204	MZ22516876	0.6757
MZ22529270	MZ22524949	-0.0071
MZ22530563	MZ22516348	0.0000
MZ22523749	MZ22510575	0.0000
MZ22528943	MZ22512913	-0.0034
MZ22530891	MZ22523001	0.0000
MZ22529038	MZ22524141	-0.0054
MZ22528441	MZ22513591	0.0000
MZ22531116	MZ22514088	0.0000
MZ22530682	MZ22500173	0.0049
MZ22517224	MZ22509136	0.0000
MZ22528774	MZ22510891	-0.0000
MZ22513306	MZ22501365	0.2732
MZ22527740	MZ22516892	0.0000
MZ22526413	MZ22501660	0.0000
MZ22529780	MZ22513309	0.8333
MZ22530227	MZ22527312	-0.0041
MZ22524386	MZ22503840	0.0000
MZ22528438	MZ22500779	-0.0039
MZ22531074	MZ22504254	0.0000
MZ22527369	MZ22510972	0.0000
MZ22529229	MZ22515265	0.0000
MZ22518096	MZ22510262	0.1109
MZ22527549	MZ22512555	0.1319
MZ22528875	MZ22517583	0.0009
MZ22529283	MZ22506066	-0.0013
MZ22528398	MZ22513282	0.1843
MZ22528203	MZ22509318	0.0000
MZ22531129	MZ22504342	-0.0101
MZ22529056	MZ22513558	0.5104
MZ22529455	MZ22509255	-0.0054
MZ22510921	MZ22516978	-0.0103
MZ22530508	MZ22513426	0.2819
MZ22531151	MZ22505434	-0.0007
MZ22528908	MZ22510251	0.0000
MZ22529588	MZ22526184	0.0000
MZ22525417	MZ22515054	-0.0100
MZ22512020	MZ22504193	0.7259
MZ22527457	MZ22512836	-0.0000
MZ22518344	MZ22505987	0.1209
MZ22517306	MZ22509864	0.1740
MZ22526982	MZ22520835	0.2435
MZ22530053	MZ22506714	0.1240
MZ22526651	MZ22519844	-0.0146
MZ22531112	MZ22520823	0.0000
MZ22531130	MZ22515303	0.0000
MZ22528723	MZ22526883	0.0000
MZ22529807	MZ22520496	-0.0018
MZ22528858	MZ22513608	-0.0023
MZ22523093	MZ22500278	-0.0094
MZ22529133	MZ22514006	-0.0015
MZ22529082	MZ22509701	0.0000
MZ22519818	MZ22507296	0.0000
MZ22527240	MZ22505459	0.0434
MZ22522955	MZ22508640	0.0000
MZ22524456	MZ22515383	-0.0000
MZ22530910	MZ22501964	-0.0111
MZ22506795	MZ22501526	0.2875
MZ22528508	MZ22527300	0.0000
MZ22529104	MZ22505430	0.0000
MZ22529030	MZ22500115	0.4783
MZ22525841	MZ22522042	0.5344
MZ22530992	MZ22500003	0.0119
MZ22524962	MZ22513878	0.2073
MZ22530257	MZ22509676	0.0000
MZ22529319	MZ22517874	0.0000
MZ22528990	MZ22513264	0.0000
MZ22521548	MZ22512538	0.5633
MZ22528786	MZ22507352	0.0000
MZ22530775	MZ22506265	-0.0041
MZ22514135	MZ22519592	0.0000
MZ22528936	MZ22522366	0.0000
MZ22526680	MZ22504454	-0.0097
MZ22530976	MZ22505511	-0.0150
MZ22529204	MZ22504908	0.5250
MZ22524051	MZ22506449	-0.0179
MZ22529258	MZ22503698	0.5305
MZ22528598	MZ22523639	-0.0037
MZ22512517	MZ22518289	0.0000
MZ22529823	MZ22514006	-0.0015
MZ22530632	MZ22520232	0.0000
MZ22515171	MZ22502782	0.3122
MZ22530953	MZ22505186	-0.0011
MZ22509818	MZ22500310	0.0893
MZ22527963	MZ22512542	0.0000
MZ22519839	MZ22510181	0.0525
MZ22528988	MZ22502937	0.2959
MZ22530663	MZ22512938	0.0000
MZ22526838	MZ22512523	0.1020
MZ22531194	MZ22508211	-0.0178
MZ22521055	MZ22520514	0.0000
MZ22528077	MZ22500851	0.0000
MZ22520502	MZ22504521	0.1441
MZ22520200	MZ22515605	0.0844
MZ22523669	MZ22513378	0.0933
MZ22521776	MZ22515532	-0.0194
MZ22530026	MZ22516526	0.0127
MZ22518739	MZ22513219	0.0000
MZ22527821	MZ22511309	-0.0076
MZ22526237	MZ22504138	0.3613
MZ22529911	MZ22520817	-0.0041
MZ22529698	MZ22515383	0.0000
MZ22528824	MZ22500469	-0.0020
MZ22515205	MZ22516151	0.2064
MZ22527990	MZ22504611	0.0000
MZ22529291	MZ22502645	0.6969
MZ22530425	MZ22504584	-0.0007
MZ22527908	MZ22523045	-0.0113
MZ22528039	MZ22501390	-0.0000
MZ22526608	MZ22512913	-0.0071
MZ22526633	MZ22519545	-0.0169
MZ22527478	MZ22525858	0.0000
MZ22524872	MZ22503482	-0.0016
MZ22530512	MZ22521123	0.0000
MZ22530872	MZ22505334	-0.0036
MZ22530679	MZ22501500	-0.0141
MZ22529744	MZ22507311	0.0000
MZ22527401	MZ22517972	-0.0141
MZ22527537	MZ22512159	0.0192
MZ22527029	MZ22507131	-0.0023
MZ22510738	MZ22500163	0.0659
MZ22528983	MZ22504637	-0.0005
MZ22531243	MZ22507500	0.0000
MZ22530765	MZ22526731	0.0000
MZ22527134	MZ22512452	0.0000
MZ22523134	MZ22519782	0.0000
MZ22531120	MZ22526290	-0.0093
MZ22531191	MZ22514524	0.0000
MZ22528537	MZ22510169	0.0000
MZ22526907	MZ22504876	0.1549
MZ22531116	MZ22503083	-0.0000
MZ22505924	MZ22500955	0.2085
MZ22529963	MZ22500590	0.3056
MZ22526727	MZ22510268	0.0000
MZ22526576	MZ22521201	0.0648
MZ22529229	MZ22513253	-0.0000
MZ22530134	MZ22515663	-0.0002
MZ22506887	MZ22501357	0.1978
MZ22516940	MZ22511150	0.0000
MZ22530143	MZ22515253	-0.0033
MZ22530968	MZ22510326	0.0000
MZ22529338	MZ22500361	-0.0112
MZ22530838	MZ22504218	0.0000
MZ22527350	MZ22507406	-0.0000
MZ22528481	MZ22510210	-0.0048
MZ22511782	MZ22501461	0.0323
MZ22518070	MZ22508805	0.7519
MZ22525140	MZ22517093	0.7137
MZ22530869	MZ22526909	-0.0000
MZ22529878	MZ22519060	0.0242
MZ22526091	MZ22508612	0.4897
MZ22522635	MZ22513876	0.4934
MZ22530921	MZ22504181	-0.0207
MZ22515809	MZ22506290	0.1824
MZ22517054	MZ22510907	-0.0034
MZ22528267	MZ22506864	0.0000
MZ22527154	MZ22507471	0.0155
MZ22523509	MZ22507494	0.2182
MZ22526415	MZ22503749	-0.0000
MZ22529170	MZ22522753	0.0000
MZ22503935	MZ22500374	0.5702
MZ22523870	MZ22520168	0.0416
MZ22509789	MZ22510201	0.0000
MZ22525648	MZ22508049	0.0000
MZ22525771	MZ22518208	0.1908
MZ22529399	MZ22503773	0.0000
MZ22525687	MZ22516543	0.0000
MZ22530878	MZ22516276	-0.0085
MZ22524092	MZ22515771	0.0000
MZ22525336	MZ22501377	0.0576
MZ22531240	MZ22509149	0.0000
MZ22530018	MZ22517984	-0.0039
MZ22517642	MZ22501748	0.5176
MZ22526794	MZ22508005	-0.0130
MZ22519685	MZ22504283	0.3251
MZ22526636	MZ22515537	-0.0040
MZ22529586	MZ22501052	0.0670
MZ22530863	MZ22516821	0.0000
MZ22525229	MZ22507914	0.3772
MZ22529812	MZ22505571	0.0000
MZ22529186	MZ22511277	0.0000
MZ22531132	MZ22505915	0.0000
MZ22528906	MZ22505600	0.0000
MZ22530269	MZ22523317	0.0000
MZ22530411	MZ22503390	-0.0171
MZ22531234	MZ22509794	-0.0169
MZ22526261	MZ22525571	0.0000
MZ22528458	MZ22528662	0.0000
MZ22527091	MZ22512961	-0.0105
MZ22528281	MZ22501661	0.0000
MZ22516840	MZ22515236	-0.0142
MZ22513198	MZ22504105	0.3051
MZ22528683	MZ22500317	0.0000
MZ22523830	MZ22515607	0.0000
MZ22523477	MZ22520082	-0.0000
MZ22527724	MZ22512459	0.0000
MZ22528923	MZ22508885	-0.0013
MZ22510194	MZ22508430	-0.0043
MZ22522525	MZ22521531	-0.0194
MZ22517102	MZ22503418	0.0425
MZ22527581	MZ22526943	0.0000
MZ22526762	MZ22510260	0.0000
MZ22526458	MZ22514645	0.8054
MZ22525831	MZ22516369	0.3711
MZ22529641	MZ22514371	0.0000
MZ22529409	MZ22510854	0.0000
MZ22528980	MZ22505531	-0.0000
MZ22529589	MZ22525265	0.9891
MZ22529899	MZ22508525	-0.0057
MZ22522252	MZ22514609	-0.0000
MZ22529698	MZ22518159	0.0000
MZ22521676	MZ22503960	0.5086
MZ22527887	MZ22501465	0.0000
MZ22526762	MZ22502583	-0.0076
MZ22523632	MZ22513716	-0.0075
MZ22526239	MZ22514519	0.6137
MZ22526893	MZ22509933	0.0000
MZ22529674	MZ22508905	0.5686
MZ22530801	MZ22527396	0.0000
MZ22522061	MZ22502474	0.3464
MZ22527892	MZ22523317	0.0000
MZ22526937	MZ22520008	0.1766
MZ22530724	MZ22517274	0.0000
MZ22530100	MZ22500688	0.0000
MZ22530361	MZ22511721	-0.0037
MZ22522547	MZ22523319	0.0000
MZ22531005	MZ22517517	0.0000
MZ22530539	MZ22527760	0.0000
MZ22530619	MZ22507346	-0.0026
MZ22525592	MZ22509566	0.2880
MZ22531001	MZ22521865	-0.0131
MZ22526610	MZ22516871	0.0000
MZ22514466	MZ22521995	-0.0000
MZ22527232	MZ22526212	0.3570
MZ22527105	MZ22518672	0.0000
MZ22530540	MZ22522120	-0.0010
MZ22511948	MZ22502185	0.5468
MZ22525588	MZ22513772	0.0000
MZ22525111	MZ22523030	0.0307
MZ22529083	MZ22507784	0.0000
MZ22528874	MZ22513742	-0.0000
MZ22530272	MZ22521434	-0.0000
MZ22529081	MZ22519927	0.0000
MZ22531024	MZ22515333	-0.0060
MZ22529608	MZ22509440	0.0000
MZ22530553	MZ22508554	0.5941
MZ22528368	MZ22504513	0.0000
MZ22519917	MZ22510495	-0.0171
MZ22526662	MZ22521630	0.1528
MZ22511039	MZ22523942	0.0000
MZ22520753	MZ22507937	0.7794
MZ22526590	MZ22517399	0.2992
MZ22516145	MZ22500665	0.0317
MZ22527482	MZ22504988	0.0457
MZ22518930	MZ22516791	-0.0125
MZ22529230	MZ22529105	0.0000
MZ22525950	MZ22506463	-0.0047
MZ22515822	MZ22505720	0.6639
MZ22526145	MZ22512914	0.0000
MZ22530219	MZ22507228	-0.0000
MZ22520505	MZ22509936	0.3471
MZ22526167	MZ22509144	0.0000
MZ22528890	MZ22500821	0.5096
MZ22531070	MZ22506640	-0.0041
MZ22531255	MZ22501747	-0.0010
MZ22523372	MZ22510906	0.0000
MZ22521431	MZ22513337	0.0000
MZ22526526	MZ22502431	0.0284
MZ22528586	MZ22510769	0.0000
MZ22508325	MZ22500100	0.0910
MZ22526389	MZ22514408	0.6267
MZ22529381	MZ22501244	0.0000
MZ22528527	MZ22515280	-0.0044
MZ22530967	MZ22509182	0.0000
MZ22528458	MZ22514128	0.0000
MZ22528248	MZ22504814	0.0000
MZ22523615	MZ22507486	-0.0177
MZ22528926	MZ22501751	0.3633
MZ22521704	MZ22519593	0.0000
MZ22528849	MZ22517763	-0.0000
MZ22530536	MZ22505324	-0.0166
MZ22523920	MZ22504605	-0.0058
MZ22530605	MZ22503023	-0.0013
MZ22530188	MZ22519970	0.0000
MZ22515204	MZ22505801	0.0000
MZ22523180	MZ22519550	0.0772
MZ22529369	MZ22504555	0.6429
MZ22527867	MZ22522984	-0.0070
MZ22527782	MZ22502471	0.4825
MZ22530179	MZ22509586	0.3359
MZ22526370	MZ22514100	0.2383
MZ22519480	MZ22508209	0.2801
MZ22521061	MZ22511874	0.2213
MZ22527471	MZ22514807	0.0000
MZ22527006	MZ22519638	0.0606
MZ22529913	MZ22516764	0.0000
MZ22523964	MZ22501785	0.3375
MZ22527104	MZ22519522	0.0000
MZ22511703	MZ22503706	0.7082
MZ22525867	MZ22500338	0.0000
MZ22529982	MZ22509337	0.0000
MZ22522729	MZ22501411	0.3410
MZ22531204	MZ22512462	0.0000
MZ22522244	MZ22515198	0.7861
MZ22525434	MZ22521632	0.0000
MZ22530977	MZ22500470	0.0502
MZ22528937	MZ22506748	-0.0006
MZ22522412	MZ22508213	0.5622
MZ22517048	MZ22513944	0.4102
MZ22529949	MZ22525286	-0.0132
MZ22517801	MZ22513178	0.1934
MZ22528802	MZ22505217	0.0000
MZ22526157	MZ22527644	0.0000
MZ22529345	MZ22509609	-0.0031
MZ22527224	MZ22514236	-0.0104
MZ22523099	MZ22513135	-0.0000
MZ22520086	MZ22508836	0.4674
MZ22530310	MZ22500139	-0.0139
MZ22521577	MZ22521561	-0.0000
MZ22530029	MZ22514716	-0.0012
MZ22522502	MZ22516921	0.0000
MZ22527103	MZ22519816	0.0000
MZ22526280	MZ22503281	0.5026
MZ22526828	MZ22508242	0.0000
MZ22529399	MZ22514371	0.0000
MZ22528050	MZ22500698	0.0000
MZ22529658	MZ22504772	-0.0027
MZ22521190	MZ22506122	0.4756
MZ22527979	MZ22503340	0.1979
MZ22507631	MZ22500240	0.0855
MZ22523722	MZ22518771	0.4690
MZ22512392	MZ22507912	0.0000
MZ22529190	MZ22526349	0.0000
MZ22527337	MZ22522247	-0.0000
MZ22530011	MZ22520813	0.0000
MZ22531171	MZ22502404	0.0000
MZ22525738	MZ22521633	0.0000
MZ22529280	MZ22505875	0.0000
MZ22529034	MZ22501933	0.2475
MZ22529290	MZ22508743	-0.0003
MZ22525600	MZ22503315	0.0000
MZ22531220	MZ22502052	0.0000
MZ22526422	MZ22519973	0.4837
MZ22518758	MZ22518787	-0.0000
MZ22527929	MZ22513044	0.0000
MZ22528432	MZ22506628	-0.0115
MZ22529694	MZ22509920	-0.0032
MZ22527316	MZ22518398	0.2998
MZ22530941	MZ22524394	0.0000
MZ22530455	MZ22524156	0.0000
MZ22506720	MZ22500086	0.9671
MZ22522583	MZ22503239	0.0000
MZ22521189	MZ22512746	0.0000
MZ22527325	MZ22514612	0.0000
MZ22527653	MZ22521575	-0.0195
MZ22527473	MZ22507218	0.1994
MZ22531230	MZ22519670	0.0000
MZ22527799	MZ22501760	-0.0040
MZ22527267	MZ22520477	0.1731
MZ22530156	MZ22515698	-0.0047
MZ22530526	MZ22518502	-0.0068
MZ22530116	MZ22520964	-0.0054
MZ22530948	MZ22523147	-0.0035
MZ22516235	MZ22503871	0.1056
MZ22518702	MZ22502933	0.5787
MZ22528625	MZ22508240	0.0000
MZ22516417	MZ22513034	0.0000
MZ22527895	MZ22513751	0.0000
MZ22519988	MZ22510573	0.6821
MZ22529077	MZ22501339	-0.0156
MZ22513366	MZ22516765	0.0000
MZ22526359	MZ22516890	-0.0000
MZ22508059	MZ22500671	0.9179
MZ22530851	MZ22506510	0.0000
MZ22530380	MZ22523726	-0.0104
