F1 	 F2 	 num_edges_between 	 s1 	 s2 	 s12 	 s 	 d 
MZ22526090	MZ22527037	0	0.818385	0.977772	0.783946	0.908473	-0.124527	
MZ22514715	MZ22501260	96	-0.008901	0.025132	0.294117	0.014241	0.279875	
MZ22530530	MZ22527291	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22529645	MZ22517202	0	0.000000	1.000000	0.900000	0.900000	0.000000	
MZ22529210	MZ22523691	0	0.379947	0.871418	0.633621	0.809984	-0.176363	
MZ22530717	MZ22523931	0	1.000000	0.978043	0.977859	0.980626	-0.002767	
MZ22516596	MZ22515467	0	0.448239	0.421459	0.306376	0.424328	-0.117952	
MZ22530308	MZ22512569	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22520378	MZ22502204	2	0.834538	0.341781	0.277307	0.500167	-0.222860	
MZ22525938	MZ22519300	0	0.300000	1.000000	0.750000	0.750000	0.000000	
MZ22527676	MZ22522951	6	0.654654	0.207984	0.577353	0.319651	0.257701	
MZ22531249	MZ22506301	0	0.000000	1.000000	0.894737	0.894737	0.000000	
MZ22525037	MZ22510765	49	0.744093	0.709533	0.928571	0.721876	0.206696	
MZ22526165	MZ22507742	3	0.973017	0.799057	0.795502	0.861186	-0.065683	
MZ22526057	MZ22516750	0	0.987066	0.965122	0.950329	0.973900	-0.023571	
MZ22507016	MZ22500247	84	0.397124	0.008859	0.119032	0.095140	0.023892	
MZ22526534	MZ22500783	30	-0.151630	0.134407	-0.025625	0.095402	-0.121027	
MZ22524252	MZ22512863	57	0.197826	0.297136	0.893008	0.275547	0.617461	
MZ22531096	MZ22523132	0	0.000000	0.875000	0.777778	0.777778	0.000000	
MZ22529299	MZ22511521	36	0.403489	0.243589	0.911320	0.258818	0.652503	
MZ22527267	MZ22500025	0	-0.500000	0.886115	0.735445	0.747503	-0.012058	
MZ22528586	MZ22504646	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22526680	MZ22522625	2	0.988458	0.981419	1.000000	0.983390	0.016610	
MZ22530646	MZ22508661	0	-1.000000	0.975748	0.675521	0.679386	-0.003865	
MZ22516790	MZ22506208	8	0.627589	0.973248	0.892857	0.849798	0.043059	
MZ22527002	MZ22503670	0	0.000000	0.159654	0.015493	0.136846	-0.121353	
MZ22525184	MZ22525688	0	-0.020939	1.000000	0.456883	0.644891	-0.188007	
MZ22530030	MZ22507293	0	0.000000	0.279808	0.180759	0.253160	-0.072401	
MZ22530263	MZ22514012	0	0.000000	0.823529	0.736842	0.736842	0.000000	
MZ22510240	MZ22505967	10	0.244087	0.936219	0.436105	0.679874	-0.243769	
MZ22529496	MZ22503464	0	0.000000	0.082125	-0.049176	0.070926	-0.120102	
MZ22509596	MZ22501179	0	0.337363	1.000000	0.676169	0.879521	-0.203352	
MZ22527639	MZ22517166	0	1.000000	0.944117	0.944999	0.952100	-0.007101	
MZ22527167	MZ22506419	0	0.000000	0.904294	0.721452	0.739877	-0.018425	
MZ22530740	MZ22507969	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22527299	MZ22500063	30	-0.333333	-0.139114	-0.182491	-0.151780	-0.030710	
MZ22528596	MZ22509535	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22520799	MZ22525879	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22527432	MZ22509307	0	-0.333333	1.000000	0.800000	0.800000	-0.000000	
MZ22525839	MZ22500859	0	0.584775	1.000000	0.854849	0.861592	-0.006743	
MZ22507920	MZ22521070	0	0.373495	1.000000	0.614426	0.824579	-0.210153	
MZ22526790	MZ22516929	0	0.439699	0.850411	0.672036	0.768269	-0.096232	
MZ22529981	MZ22529147	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22526783	MZ22502803	22	0.751238	0.944907	0.907721	0.882656	0.025065	
MZ22525339	MZ22510252	32	-0.040719	0.747632	0.884615	0.505062	0.379553	
MZ22530853	MZ22523487	0	0.000000	0.733333	0.647059	0.647059	0.000000	
MZ22529407	MZ22512973	0	0.000000	0.852234	0.750152	0.751971	-0.001819	
MZ22525173	MZ22506505	0	0.800000	0.989810	0.946201	0.948547	-0.002345	
MZ22526316	MZ22511334	36	0.473797	0.591827	0.837246	0.580024	0.257222	
MZ22530189	MZ22515239	0	0.000000	0.763354	0.660840	0.678537	-0.017697	
MZ22516301	MZ22500618	43	0.221940	0.590681	0.638380	0.487434	0.150946	
MZ22530208	MZ22516149	0	1.000000	0.916667	0.928571	0.928572	-0.000000	
MZ22527492	MZ22515893	0	0.000000	0.895572	0.715757	0.724987	-0.009230	
MZ22530013	MZ22527323	0	1.000000	0.692308	0.733333	0.733334	-0.000000	
MZ22515538	MZ22500365	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22514170	MZ22503295	43	0.313014	0.864156	0.927399	0.694574	0.232825	
MZ22530555	MZ22503389	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22528612	MZ22500923	6	-0.214765	-0.320375	-0.423543	-0.302270	-0.121273	
MZ22527343	MZ22507906	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22526251	MZ22500117	0	0.000000	0.595528	0.364635	0.460181	-0.095546	
MZ22529853	MZ22516908	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22519946	MZ22507201	3	0.494797	0.834671	0.635505	0.701677	-0.066172	
MZ22530356	MZ22527241	0	1.000000	0.893851	0.891438	0.913151	-0.021712	
MZ22528095	MZ22508231	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22515538	MZ22526713	0	1.000000	0.846621	0.868329	0.882016	-0.013687	
MZ22521644	MZ22504018	6	0.575578	0.939774	0.806872	0.852367	-0.045495	
MZ22520200	MZ22506735	0	0.400000	0.904460	0.688209	0.724296	-0.036087	
MZ22528840	MZ22514519	0	0.000000	0.540321	0.456906	0.486289	-0.029383	
MZ22523719	MZ22504336	1	0.166667	0.883649	0.712034	0.704404	0.007631	
MZ22528883	MZ22501520	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22524138	MZ22506788	0	0.200000	1.000000	0.826087	0.826087	0.000000	
MZ22509892	MZ22522115	0	1.000000	0.950743	0.949649	0.967162	-0.017513	
MZ22510450	MZ22518213	0	0.234913	1.000000	0.620141	0.833677	-0.213536	
MZ22511767	MZ22501080	114	0.218395	0.426260	1.000000	0.361750	0.638250	
MZ22527673	MZ22510244	138	0.601090	0.688706	1.000000	0.658494	0.341506	
MZ22528313	MZ22515475	0	0.000000	1.000000	0.888889	0.888889	0.000000	
MZ22524962	MZ22507961	0	0.840174	0.746358	0.646728	0.779864	-0.133136	
MZ22524313	MZ22504115	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22527886	MZ22501039	0	0.000000	0.238997	0.089988	0.204855	-0.114866	
MZ22526281	MZ22510451	0	-0.333333	1.000000	0.809524	0.809524	-0.000000	
MZ22529480	MZ22514048	63	0.345373	0.519613	0.492478	0.510678	-0.018200	
MZ22530566	MZ22500334	2	-0.500000	0.035071	-0.096016	-0.018436	-0.077580	
MZ22528891	MZ22502912	7	-0.500000	0.858707	0.950000	0.722836	0.227164	
MZ22530153	MZ22516022	0	0.980054	0.331062	0.289231	0.395961	-0.106731	
MZ22525995	MZ22519349	0	-0.307968	1.000000	0.555006	0.597548	-0.042542	
MZ22528322	MZ22513163	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22508913	MZ22503393	0	-0.090029	-0.029451	-0.402472	-0.048090	-0.354382	
MZ22526375	MZ22502128	0	0.000000	1.000000	0.863636	0.863636	0.000000	
MZ22516180	MZ22507223	62	0.127834	0.309740	0.917800	0.249105	0.668695	
MZ22528920	MZ22519849	0	0.000000	0.852252	0.759175	0.762541	-0.003366	
MZ22529092	MZ22515438	0	0.000000	0.875000	0.777778	0.777778	0.000000	
MZ22519703	MZ22519847	0	0.361834	0.879405	0.411222	0.706881	-0.295659	
MZ22529644	MZ22507851	0	-1.000000	0.965883	0.743408	0.747452	-0.004044	
MZ22530282	MZ22513168	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22527934	MZ22517173	0	-0.666667	0.473250	0.218311	0.302262	-0.083951	
MZ22529124	MZ22518743	0	0.000000	0.601089	0.516653	0.534301	-0.017648	
MZ22509954	MZ22506305	0	0.822823	0.558660	0.449975	0.628177	-0.178202	
MZ22526624	MZ22511183	0	0.274260	1.000000	0.621116	0.818565	-0.197449	
MZ22528758	MZ22526545	0	1.000000	0.941683	0.941193	0.948544	-0.007351	
MZ22526977	MZ22502085	27	-1.000000	0.099675	0.069509	-0.057421	0.126930	
MZ22524185	MZ22522177	42	0.766374	0.646228	0.963858	0.686277	0.277582	
MZ22509408	MZ22509181	4	0.853048	0.562500	0.769231	0.674249	0.094982	
MZ22521883	MZ22506640	0	0.600000	0.906778	0.836633	0.845422	-0.008790	
MZ22523038	MZ22509375	0	0.571429	0.992670	0.877176	0.879259	-0.002083	
MZ22529738	MZ22510047	0	0.000000	0.833333	0.750000	0.750000	0.000000	
MZ22530779	MZ22515596	0	0.192512	1.000000	0.815421	0.923096	-0.107675	
MZ22512731	MZ22516481	1	-0.500000	0.074374	0.011073	0.002577	0.008496	
MZ22527202	MZ22503773	0	1.000000	0.944444	0.964286	0.964285	0.000000	
MZ22528506	MZ22513947	0	0.887657	1.000000	0.847175	0.988766	-0.141591	
MZ22525295	MZ22507308	0	0.428571	0.991625	0.824806	0.827401	-0.002595	
MZ22527616	MZ22525783	29	0.261126	0.857829	0.763149	0.658928	0.104221	
MZ22527227	MZ22524011	0	0.752756	1.000000	0.877953	0.911699	-0.033746	
MZ22530674	MZ22507373	0	0.000000	0.856037	0.762984	0.765928	-0.002944	
MZ22530747	MZ22501412	0	0.000000	0.926736	0.815082	0.823765	-0.008683	
MZ22520520	MZ22501481	23	0.515742	0.590030	0.956522	0.577110	0.379411	
MZ22529947	MZ22510768	32	0.272827	0.244111	0.757380	0.247302	0.510078	
MZ22529055	MZ22506312	18	-0.333333	0.585021	0.775846	0.459791	0.316055	
MZ22526257	MZ22523885	6	0.512229	0.934636	0.900222	0.834063	0.066159	
MZ22526141	MZ22509977	6	0.420860	0.955505	0.875000	0.799567	0.075433	
MZ22525546	MZ22513535	0	0.500000	1.000000	0.846154	0.846154	0.000000	
MZ22524783	MZ22504218	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22527373	MZ22500205	5	0.549813	0.216664	-0.042622	0.289088	-0.331710	
MZ22526031	MZ22515942	1	0.500000	0.843248	0.857143	0.745177	0.111966	
MZ22516743	MZ22500472	72	0.239019	0.058910	0.120578	0.105605	0.014973	
MZ22528353	MZ22520569	4	0.549032	0.585780	0.430808	0.579099	-0.148290	
MZ22527985	MZ22520234	0	0.074567	0.547393	0.368090	0.504409	-0.136319	
MZ22527377	MZ22506112	10	0.977014	0.978105	1.000000	0.977741	0.022259	
MZ22530466	MZ22501266	0	0.000000	0.811557	0.705501	0.726130	-0.020629	
MZ22526658	MZ22520950	0	0.992105	1.000000	0.990000	0.998421	-0.008421	
MZ22527139	MZ22519058	0	0.791515	0.952458	0.858567	0.885398	-0.026832	
MZ22530660	MZ22501461	9	-0.500000	0.649920	0.577672	0.534928	0.042744	
MZ22529599	MZ22500432	0	0.829987	0.063295	-0.096516	0.136313	-0.232829	
MZ22531093	MZ22502292	0	0.000000	0.937226	0.847732	0.852024	-0.004292	
MZ22530356	MZ22501008	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22526010	MZ22505102	0	0.709065	1.000000	0.765774	0.958438	-0.192664	
MZ22530535	MZ22513486	0	0.000000	0.504283	0.391634	0.448252	-0.056617	
MZ22526403	MZ22502645	0	0.000000	0.269438	0.163773	0.226895	-0.063122	
MZ22508400	MZ22521240	0	0.866736	0.936578	0.776668	0.920705	-0.144037	
MZ22520422	MZ22505962	0	0.500000	0.272297	0.122414	0.343454	-0.221041	
MZ22529555	MZ22507508	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22530672	MZ22500045	0	-0.500000	0.192525	0.070715	0.134815	-0.064100	
MZ22512723	MZ22506394	0	0.206712	1.000000	0.609739	0.694889	-0.085150	
MZ22511024	MZ22513603	0	0.563580	0.916667	0.734100	0.756173	-0.022073	
MZ22529396	MZ22524407	0	0.000000	0.812500	0.722222	0.722222	0.000000	
MZ22526888	MZ22513969	65	0.801587	0.782745	0.937127	0.789724	0.147404	
MZ22525820	MZ22519346	0	1.000000	0.866667	0.916667	0.916667	-0.000000	
MZ22531174	MZ22502790	0	0.173013	0.962706	0.768856	0.883737	-0.114880	
MZ22528634	MZ22505179	0	1.000000	0.825705	0.837960	0.843135	-0.005174	
MZ22527402	MZ22516685	14	0.699752	0.794493	0.916667	0.770808	0.145859	
MZ22519294	MZ22509686	0	0.000000	1.000000	0.857143	0.857143	0.000000	
MZ22526269	MZ22504001	0	0.000000	0.943309	0.768849	0.779255	-0.010407	
MZ22530025	MZ22514240	0	0.000000	0.289133	0.179229	0.258698	-0.079469	
MZ22527814	MZ22507947	0	1.000000	0.959810	0.959472	0.965551	-0.006079	
MZ22508315	MZ22507237	0	0.310798	0.501484	0.016596	0.444984	-0.428389	
MZ22531064	MZ22508258	1	-0.500000	0.988329	0.958333	0.864302	0.094032	
MZ22530008	MZ22522365	0	0.000000	1.000000	0.894737	0.894737	0.000000	
MZ22530556	MZ22508838	0	1.000000	0.882353	0.894737	0.894737	-0.000000	
MZ22512674	MZ22503814	85	-0.003561	0.051385	1.000000	0.038897	0.961103	
MZ22529307	MZ22523396	0	1.000000	0.905145	0.904348	0.916304	-0.011957	
MZ22514944	MZ22505075	87	0.193871	0.005672	0.840094	0.058368	0.781727	
MZ22527077	MZ22516553	17	0.929819	0.940070	1.000000	0.936916	0.063084	
MZ22530255	MZ22519462	0	0.000000	1.000000	0.894737	0.894737	0.000000	
MZ22527449	MZ22506066	1	0.333333	0.987637	1.000000	0.894165	0.105835	
MZ22525405	MZ22504147	0	0.570939	0.765178	0.636259	0.721033	-0.084774	
MZ22521509	MZ22509669	1	-0.225536	0.982055	0.820885	0.809542	0.011343	
MZ22529007	MZ22507550	18	-1.000000	0.577497	1.000000	0.411445	0.588555	
MZ22530399	MZ22515195	0	0.000000	1.000000	0.894737	0.894737	0.000000	
MZ22531153	MZ22503553	0	0.000000	0.954545	0.875000	0.875000	0.000000	
MZ22530870	MZ22520719	0	1.000000	0.903401	0.910093	0.914134	-0.004042	
MZ22528444	MZ22517450	0	0.666667	0.362790	0.337313	0.404228	-0.066914	
MZ22528998	MZ22508576	0	1.000000	0.334276	0.331146	0.404352	-0.073206	
MZ22506540	MZ22501297	82	0.201528	0.070368	0.420960	0.100972	0.319988	
MZ22528451	MZ22508055	0	0.186536	0.815361	0.573830	0.736758	-0.162928	
MZ22530487	MZ22504263	0	1.000000	0.538724	0.538238	0.580658	-0.042420	
MZ22521306	MZ22523353	0	0.400000	0.888889	0.782609	0.782609	-0.000000	
MZ22530861	MZ22514772	7	-1.000000	0.669300	0.947347	0.502370	0.444977	
MZ22529789	MZ22508746	0	0.000000	0.965114	0.853745	0.857879	-0.004134	
MZ22528772	MZ22506837	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22521978	MZ22519981	1	-0.500000	0.125000	0.400000	0.000000	0.400000	
MZ22508960	MZ22500975	0	1.000000	0.911850	0.937865	0.943332	-0.005467	
MZ22527913	MZ22504679	0	0.000000	1.000000	0.857143	0.857143	0.000000	
MZ22530376	MZ22505424	0	0.000000	1.000000	0.894737	0.894737	0.000000	
MZ22523718	MZ22524742	0	1.000000	0.882353	0.900000	0.900000	-0.000000	
MZ22531214	MZ22513109	0	0.000000	-0.018359	-0.085514	-0.016426	-0.069088	
MZ22527829	MZ22510029	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22511116	MZ22517039	0	0.357750	0.666667	0.331977	0.589438	-0.257461	
MZ22530278	MZ22515930	0	0.000000	1.000000	0.900000	0.900000	0.000000	
MZ22527622	MZ22522065	0	0.000000	0.666667	0.555556	0.555556	-0.000000	
MZ22520100	MZ22503815	59	0.364807	0.587556	1.000000	0.505056	0.494944	
MZ22527489	MZ22516286	0	0.702413	0.792351	0.540553	0.766119	-0.225566	
MZ22530573	MZ22524927	5	0.819589	0.587200	0.673808	0.620398	0.053410	
MZ22531168	MZ22518624	0	0.734241	1.000000	0.870198	0.970471	-0.100273	
MZ22509126	MZ22502620	159	0.440271	0.213315	0.945812	0.294371	0.651441	
MZ22527898	MZ22523030	4	0.827269	0.209605	0.150515	0.349983	-0.199468	
MZ22501511	MZ22500013	199	0.331170	0.038164	0.340293	0.089440	0.250853	
MZ22520578	MZ22502879	0	0.673507	1.000000	0.778603	0.957414	-0.178811	
MZ22515885	MZ22506282	3	0.300000	0.830871	0.743969	0.600058	0.143911	
MZ22530624	MZ22525962	0	0.000000	0.848298	0.743471	0.754043	-0.010572	
MZ22522100	MZ22500528	76	0.075777	0.220158	0.142746	0.195048	-0.052302	
MZ22529843	MZ22502323	0	0.000000	0.561981	0.459404	0.505783	-0.046378	
MZ22528271	MZ22506608	0	0.000000	0.833333	0.750000	0.750000	0.000000	
MZ22527938	MZ22517390	0	0.000000	0.799445	0.732526	0.734184	-0.001658	
MZ22522007	MZ22505820	0	-0.333333	0.947368	0.772727	0.772727	0.000000	
MZ22517860	MZ22507214	33	0.190780	0.842661	0.869102	0.652529	0.216572	
MZ22531076	MZ22502387	0	0.000000	1.000000	0.913043	0.913043	0.000000	
MZ22530742	MZ22522674	0	0.000000	1.000000	0.894737	0.894737	0.000000	
MZ22511679	MZ22511587	12	0.559927	-0.156804	0.267156	0.111970	0.155186	
MZ22529995	MZ22507856	0	0.000000	0.993188	0.937609	0.938011	-0.000402	
MZ22527756	MZ22505748	0	0.645201	1.000000	0.769961	0.919364	-0.149402	
MZ22516230	MZ22506207	66	-0.337768	0.611387	0.951048	0.306301	0.644746	
MZ22516742	MZ22503004	0	0.404036	1.000000	0.730441	0.801345	-0.070904	
MZ22529487	MZ22502732	0	0.000000	0.944444	0.850000	0.850000	0.000000	
MZ22529931	MZ22512130	0	0.000000	0.094322	-0.027618	0.083225	-0.110843	
MZ22509074	MZ22507694	0	0.386765	0.939481	0.497597	0.755242	-0.257645	
MZ22529636	MZ22502350	0	0.539497	0.073216	-0.118123	0.119844	-0.237968	
MZ22517718	MZ22506911	121	0.457410	0.281454	0.958138	0.342128	0.616010	
MZ22527963	MZ22514525	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22527405	MZ22500741	0	0.727122	0.359906	0.121165	0.412365	-0.291200	
MZ22530727	MZ22503247	0	0.000000	1.000000	0.900000	0.900000	0.000000	
MZ22513220	MZ22517559	0	0.500000	0.407782	0.424952	0.446611	-0.021659	
MZ22527991	MZ22505349	0	0.000000	1.000000	0.900000	0.900000	0.000000	
MZ22530746	MZ22501109	0	1.000000	0.312323	0.310523	0.381091	-0.070567	
MZ22529135	MZ22511094	0	0.024075	1.000000	0.805394	0.902408	-0.097013	
MZ22522259	MZ22510496	7	-0.500000	0.359336	0.790684	0.263854	0.526830	
MZ22523688	MZ22500881	55	0.193079	0.489610	0.725423	0.412254	0.313169	
MZ22520632	MZ22511649	1	0.306816	0.734400	0.559799	0.621878	-0.062078	
MZ22530270	MZ22509022	0	0.000000	1.000000	0.904762	0.904762	0.000000	
MZ22529916	MZ22523925	0	0.000000	1.000000	0.894737	0.894737	0.000000	
MZ22531008	MZ22506181	0	0.000000	0.344314	0.147594	0.281711	-0.134118	
MZ22530188	MZ22515614	0	0.000000	1.000000	0.888889	0.888889	0.000000	
MZ22524747	MZ22502418	7	-0.333333	0.744602	0.856802	0.582912	0.273890	
MZ22529178	MZ22505504	14	0.642837	0.659864	1.000000	0.658161	0.341839	
MZ22512261	MZ22506740	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22518611	MZ22518390	11	0.602168	0.834731	0.895898	0.745284	0.150615	
MZ22503256	MZ22510900	0	-0.153707	0.978348	0.584213	0.732249	-0.148036	
MZ22527554	MZ22523350	2	0.602451	0.383962	0.201920	0.405811	-0.203891	
MZ22519331	MZ22509128	3	0.593642	0.639726	0.502606	0.623697	-0.121091	
MZ22529963	MZ22502466	0	-0.500000	0.768442	0.513179	0.537816	-0.024637	
MZ22527411	MZ22504006	0	0.000000	1.000000	0.833333	0.833333	0.000000	
MZ22529673	MZ22515932	0	0.000000	0.830841	0.704214	0.726986	-0.022772	
MZ22530736	MZ22501591	0	0.000000	0.249817	0.194320	0.233700	-0.039379	
MZ22515781	MZ22515845	0	0.500452	1.000000	0.549554	0.827742	-0.278188	
MZ22530526	MZ22502710	0	0.000000	0.932521	0.793694	0.799304	-0.005610	
MZ22530566	MZ22521761	0	-0.500000	0.944961	0.795157	0.800465	-0.005308	
MZ22530994	MZ22518108	3	-1.000000	0.957015	1.000000	0.761313	0.238687	
MZ22525519	MZ22510550	7	-0.333333	0.774806	0.894737	0.599837	0.294900	
MZ22524694	MZ22524482	0	0.901507	0.347098	0.491155	0.593502	-0.102347	
MZ22528554	MZ22502814	0	-0.500000	0.495302	0.354004	0.395772	-0.041768	
MZ22521983	MZ22516438	12	-0.345207	0.071943	0.657981	-0.020757	0.678738	
MZ22530650	MZ22522931	0	0.000000	0.562500	0.500000	0.500000	0.000000	
MZ22529288	MZ22500806	0	-0.500000	0.803909	0.660015	0.679727	-0.019713	
MZ22522535	MZ22519660	0	0.600000	1.000000	0.913043	0.913043	0.000000	
MZ22519233	MZ22523475	0	0.248810	0.722222	0.400785	0.619306	-0.218522	
MZ22512496	MZ22517464	0	0.285714	0.894737	0.730769	0.730769	-0.000000	
MZ22522414	MZ22517465	0	-0.600000	0.111503	-0.227961	-0.043172	-0.184789	
MZ22526175	MZ22524631	0	0.662704	0.854169	0.510213	0.775842	-0.265629	
MZ22528319	MZ22528454	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22529049	MZ22500693	44	0.259738	0.049605	1.000000	0.067116	0.932884	
MZ22524270	MZ22519304	1	-1.000000	-0.172369	-0.258037	-0.337895	0.079858	
MZ22523611	MZ22507405	39	0.188837	0.230068	0.807692	0.217382	0.590311	
MZ22515626	MZ22516985	29	0.203923	0.586054	0.164799	0.394988	-0.230189	
MZ22524195	MZ22506122	52	0.117946	0.291484	0.327246	0.261303	0.065942	
MZ22514788	MZ22503886	3	0.716223	0.806837	0.909091	0.786243	0.122848	
MZ22529536	MZ22510973	0	0.000000	0.312306	0.225869	0.283915	-0.058045	
MZ22530630	MZ22513637	0	0.948939	0.850350	0.770131	0.861304	-0.091173	
MZ22521610	MZ22502157	6	0.185783	0.932753	0.688641	0.826043	-0.137402	
MZ22526569	MZ22510784	0	0.243448	1.000000	0.667920	0.858147	-0.190226	
MZ22517333	MZ22501924	0	0.462689	1.000000	0.766664	0.929916	-0.163252	
MZ22512486	MZ22502549	15	0.296302	0.933253	0.983300	0.761766	0.221534	
MZ22523125	MZ22524779	0	0.727273	1.000000	0.888889	0.888889	-0.000000	
MZ22518350	MZ22506152	42	0.681858	0.163984	0.808758	0.219470	0.589288	
MZ22517117	MZ22505592	72	0.567137	0.819057	1.000000	0.729086	0.270914	
MZ22525687	MZ22503716	0	0.000000	0.937500	0.681818	0.681818	0.000000	
MZ22528816	MZ22526816	0	1.000000	-0.104432	0.156146	0.211120	-0.054974	
MZ22525873	MZ22509497	0	0.714286	0.937500	0.869565	0.869565	-0.000000	
MZ22510738	MZ22507638	32	-0.338170	0.299147	-0.013621	0.033598	-0.047219	
MZ22530032	MZ22504295	0	0.000000	1.000000	0.900000	0.900000	0.000000	
MZ22503100	MZ22517672	0	-0.282035	1.000000	0.576669	0.708628	-0.131960	
MZ22530238	MZ22506669	0	0.703556	0.508025	0.385036	0.537355	-0.152319	
MZ22526425	MZ22511401	0	0.000000	-0.026026	-0.140244	-0.022308	-0.117936	
MZ22526505	MZ22502117	0	0.000000	1.000000	0.857143	0.857143	0.000000	
MZ22527398	MZ22512060	0	-0.098720	0.882529	0.597213	0.727595	-0.130382	
MZ22524123	MZ22509246	0	0.000000	0.944444	0.809524	0.809523	0.000000	
MZ22529844	MZ22514807	0	-0.500000	1.000000	0.857143	0.857143	0.000000	
MZ22530496	MZ22502387	0	0.000000	1.000000	0.913043	0.913043	0.000000	
MZ22526575	MZ22508704	0	0.250000	1.000000	0.750000	0.750000	0.000000	
MZ22529908	MZ22517894	0	0.000000	1.000000	0.900000	0.900000	0.000000	
MZ22531042	MZ22507585	0	1.000000	0.052962	0.059016	0.143156	-0.084140	
MZ22520035	MZ22524084	0	0.714286	0.792648	0.743375	0.766527	-0.023152	
MZ22530822	MZ22501086	0	1.000000	0.891104	0.892280	0.901475	-0.009195	
MZ22527004	MZ22523913	0	0.925141	0.973036	0.890684	0.955620	-0.064936	
MZ22530852	MZ22502925	0	0.000000	0.095605	0.001031	0.085541	-0.084511	
MZ22526059	MZ22501867	38	0.556374	0.669592	0.687848	0.641287	0.046560	
MZ22530403	MZ22506083	0	1.000000	0.944444	0.950000	0.950000	0.000000	
MZ22509543	MZ22500310	23	-0.238423	0.536127	0.596972	0.375875	0.221097	
MZ22526066	MZ22519115	0	0.308338	0.179944	-0.247902	0.214961	-0.462863	
MZ22530380	MZ22505047	0	0.000000	0.882353	0.789474	0.789474	-0.000000	
MZ22531115	MZ22524771	0	0.000000	0.980630	0.875239	0.877406	-0.002166	
MZ22529837	MZ22502205	0	0.000000	0.188997	0.089469	0.170997	-0.081529	
MZ22521121	MZ22507817	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22529396	MZ22524316	0	0.000000	0.403218	0.332498	0.341184	-0.008686	
MZ22525766	MZ22513594	0	1.000000	0.962046	0.961727	0.967468	-0.005741	
MZ22520633	MZ22512131	3	0.514842	0.975916	0.851852	0.822225	0.029627	
MZ22527365	MZ22510249	0	0.446387	1.000000	0.567987	0.808365	-0.240378	
MZ22528537	MZ22527021	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22527093	MZ22508885	0	0.622499	0.988544	0.793437	0.950013	-0.156576	
MZ22530096	MZ22510208	0	0.000000	1.000000	0.904762	0.904762	0.000000	
MZ22530468	MZ22527602	0	1.000000	0.444118	0.431485	0.545187	-0.113703	
MZ22527429	MZ22502098	0	0.800000	1.000000	0.961538	0.961538	0.000000	
MZ22530591	MZ22505120	0	-0.500000	0.942597	0.775505	0.782308	-0.006804	
MZ22509943	MZ22506244	0	0.414390	1.000000	0.739583	0.804797	-0.065214	
MZ22530940	MZ22527176	3	-0.500000	0.722199	0.800000	0.233319	0.566681	
MZ22526590	MZ22521233	0	0.493541	0.870060	0.602732	0.803615	-0.200883	
MZ22530403	MZ22515465	0	1.000000	0.966325	0.966127	0.969693	-0.003565	
MZ22523612	MZ22509148	0	0.970227	1.000000	0.968379	0.988707	-0.020327	
MZ22527955	MZ22503168	0	0.637575	0.977149	0.824738	0.944809	-0.120070	
MZ22529724	MZ22503728	0	0.000000	0.967217	0.861738	0.865405	-0.003667	
MZ22520737	MZ22518797	3	-0.666667	0.266862	0.636364	0.012263	0.624100	
MZ22527920	MZ22511153	0	0.750000	1.000000	0.954545	0.954545	0.000000	
MZ22526724	MZ22522806	0	1.000000	0.857143	0.904762	0.904762	-0.000000	
MZ22527199	MZ22510942	0	-0.250000	0.112180	-0.115882	0.046329	-0.162211	
MZ22519866	MZ22517812	0	0.950109	0.933333	0.873765	0.936129	-0.062364	
MZ22530766	MZ22520082	0	0.000000	0.857143	0.750000	0.750000	-0.000000	
MZ22513281	MZ22500876	53	-0.421646	0.092453	0.018129	0.017219	0.000910	
MZ22526954	MZ22512266	0	0.000000	0.791130	0.646517	0.678111	-0.031594	
MZ22526567	MZ22513388	0	0.976596	0.929161	0.902357	0.945581	-0.043224	
