F1 	 F2 	 num_edges_between 	 s1 	 s2 	 s12 	 s 	 d 
MZ22513323	MZ22505417	1	0.722495	0.664683	0.483930	0.693589	-0.209659	
MZ22515168	MZ22517445	1	0.836435	0.934456	0.793487	0.891572	-0.098085	
MZ22528142	MZ22500554	1	0.922818	0.897337	0.794570	0.899885	-0.105315	
MZ22515371	MZ22525205	1	0.895959	-0.666667	0.698709	0.672727	0.025983	
MZ22516072	MZ22521626	1	0.652681	0.940062	0.640371	0.800056	-0.159685	
MZ22522997	MZ22516897	1	0.816256	0.742752	0.630471	0.778454	-0.147983	
MZ22506519	MZ22511043	1	0.941145	0.675193	0.638914	0.804575	-0.165661	
MZ22524365	MZ22517971	1	0.743841	0.871892	0.722411	0.814063	-0.091651	
MZ22500427	MZ22507761	1	0.903587	0.661449	0.651135	0.782518	-0.131383	
MZ22527316	MZ22526093	1	-1.000000	0.834977	0.539019	0.334529	0.204490	
MZ22515417	MZ22528446	1	0.261906	-1.000000	0.235729	0.135715	0.100014	
MZ22506112	MZ22514855	1	0.952530	0.827924	0.791928	0.890227	-0.098299	
MZ22507961	MZ22513281	1	0.654742	0.032931	0.390275	0.499289	-0.109014	
MZ22521201	MZ22513077	1	0.763287	0.867668	0.629106	0.803761	-0.174655	
MZ22522280	MZ22508603	1	0.932024	0.940179	0.872688	0.936101	-0.063413	
MZ22505360	MZ22523179	1	0.891365	0.929573	0.816292	0.910985	-0.094693	
MZ22515355	MZ22504913	1	0.811461	0.938309	0.760268	0.896026	-0.135759	
MZ22505040	MZ22520496	1	0.262392	0.585393	0.449821	0.446964	0.002857	
MZ22514089	MZ22514584	1	-0.648677	0.895981	0.482770	0.548433	-0.065663	
MZ22502110	MZ22506571	1	0.925137	0.707691	0.670984	0.813476	-0.142491	
MZ22507044	MZ22515799	1	0.938200	0.840831	0.775173	0.890906	-0.115734	
MZ22521164	MZ22518479	1	0.922395	0.814906	0.736361	0.850736	-0.114375	
MZ22513449	MZ22513714	1	-0.182666	0.895108	0.295726	0.428073	-0.132347	
MZ22504822	MZ22508633	1	0.929822	0.900730	0.825793	0.915669	-0.089876	
MZ22500762	MZ22519178	1	0.949514	0.773670	0.727603	0.861592	-0.133989	
MZ22511521	MZ22506327	1	0.828380	0.794326	0.716664	0.811353	-0.094689	
MZ22516926	MZ22500013	1	0.949265	0.905787	0.853932	0.915898	-0.061966	
MZ22513058	MZ22504707	1	0.317265	0.960386	0.461799	0.622747	-0.160948	
MZ22519881	MZ22508216	1	0.488435	0.500466	0.340172	0.493480	-0.153308	
MZ22504292	MZ22507064	1	0.927783	0.849373	0.775092	0.891757	-0.116664	
MZ22527963	MZ22505007	1	0.940748	0.800569	0.724734	0.813313	-0.088578	
MZ22522852	MZ22502265	1	-0.205098	0.345462	-0.052490	0.131355	-0.183845	
MZ22517517	MZ22516007	1	0.474902	0.930444	0.608841	0.695326	-0.086484	
MZ22521706	MZ22501908	1	0.869493	0.947340	0.813489	0.917206	-0.103717	
MZ22507442	MZ22507903	1	0.926992	0.409408	0.516330	0.668200	-0.151870	
MZ22522426	MZ22518102	1	0.953576	0.884922	0.836414	0.920289	-0.083876	
MZ22503430	MZ22507689	1	0.941673	0.920742	0.858926	0.931758	-0.072832	
MZ22516706	MZ22508291	1	-0.528897	0.547574	0.054778	0.152868	-0.098090	
MZ22522377	MZ22501221	1	0.801609	0.909943	0.749674	0.855776	-0.106102	
MZ22527246	MZ22500978	1	0.865055	0.933684	0.804494	0.908520	-0.104026	
MZ22510493	MZ22502771	1	0.377233	0.935965	0.548179	0.656599	-0.108420	
MZ22503138	MZ22508660	1	0.930155	0.957230	0.884302	0.943327	-0.059024	
MZ22521833	MZ22525712	1	0.940575	0.783973	0.755103	0.860037	-0.104934	
MZ22504448	MZ22506372	1	0.918186	0.941019	0.855416	0.929294	-0.073878	
MZ22512380	MZ22506449	1	0.675527	0.613569	0.467608	0.624949	-0.157341	
MZ22510268	MZ22522045	1	0.935215	0.865789	0.808314	0.900502	-0.092188	
MZ22506139	MZ22507847	1	0.883701	0.932230	0.816512	0.905144	-0.088632	
MZ22524184	MZ22504192	1	-0.204210	0.934441	0.293163	0.398605	-0.105443	
MZ22520491	MZ22501756	1	0.798785	0.916259	0.768115	0.862862	-0.094747	
MZ22502383	MZ22517507	1	0.649742	0.122918	0.332319	0.488469	-0.156150	
MZ22501417	MZ22505411	1	0.775325	0.957244	0.761885	0.868743	-0.106858	
MZ22527888	MZ22518556	1	-0.094979	0.662340	0.398686	0.429319	-0.030633	
MZ22506963	MZ22524745	1	0.344416	0.514443	0.264125	0.394424	-0.130299	
MZ22516402	MZ22527380	1	0.909370	0.590473	0.744305	0.851389	-0.107083	
MZ22519221	MZ22517079	1	0.492165	0.631574	0.411201	0.555124	-0.143923	
MZ22526093	MZ22507208	1	0.834977	0.943215	0.827168	0.907136	-0.079967	
MZ22517842	MZ22507024	1	0.920247	0.924787	0.839441	0.923030	-0.083588	
MZ22511180	MZ22512512	1	0.896250	0.923543	0.816078	0.910699	-0.094621	
MZ22506686	MZ22503776	1	0.849294	-0.202227	-0.068347	0.087848	-0.156195	
MZ22521526	MZ22526266	1	0.760765	0.929817	0.737815	0.819283	-0.081468	
MZ22526416	MZ22526439	1	0.923282	0.488818	0.665233	0.706050	-0.040817	
MZ22524048	MZ22515192	1	0.345935	0.708953	0.291522	0.522538	-0.231016	
MZ22509827	MZ22503276	1	0.915735	0.290758	0.403082	0.579209	-0.176127	
MZ22501049	MZ22507321	1	0.817116	0.832538	0.702158	0.824421	-0.122263	
MZ22508316	MZ22509712	1	0.670430	0.671172	0.449799	0.670801	-0.221002	
MZ22526224	MZ22517644	1	-0.110657	-0.066884	-0.133426	-0.094740	-0.038687	
MZ22508081	MZ22513209	1	0.955083	0.931108	0.886075	0.943438	-0.057363	
MZ22508580	MZ22507188	1	0.937485	-0.102885	0.579385	0.677392	-0.098007	
MZ22501904	MZ22502558	1	0.713900	0.908953	0.688642	0.798127	-0.109486	
MZ22525493	MZ22521131	1	0.401618	0.798803	0.542458	0.666408	-0.123950	
MZ22518295	MZ22521547	1	0.556425	0.615130	0.425594	0.585777	-0.160184	
MZ22515766	MZ22500333	1	0.545396	0.911606	0.596335	0.728501	-0.132166	
MZ22500820	MZ22524282	1	0.851307	0.608188	0.575912	0.740798	-0.164887	
MZ22513597	MZ22515196	1	0.371937	0.937163	0.526957	0.646475	-0.119519	
MZ22517277	MZ22522922	1	0.167533	0.091935	0.054511	0.144525	-0.090014	
MZ22517977	MZ22517104	1	0.906213	-1.000000	0.603211	0.543125	0.060086	
MZ22514127	MZ22512394	1	0.048922	0.307686	0.119709	0.217119	-0.097410	
MZ22504801	MZ22516692	1	0.421969	0.821853	0.411697	0.573649	-0.161952	
MZ22512206	MZ22508843	1	0.677973	0.939833	0.676226	0.781499	-0.105274	
MZ22515749	MZ22511257	1	0.742312	0.955119	0.736087	0.854975	-0.118887	
MZ22506511	MZ22522247	1	0.771703	0.946748	0.765406	0.859225	-0.093820	
MZ22505424	MZ22519318	1	0.918680	0.617309	0.624316	0.767995	-0.143678	
MZ22510713	MZ22500540	1	0.830102	0.771489	0.655169	0.799253	-0.144084	
MZ22504647	MZ22516891	1	0.629468	0.896120	0.625271	0.762794	-0.137523	
MZ22529166	MZ22513010	1	-1.000000	0.902560	0.739588	0.721364	0.018224	
MZ22528558	MZ22518764	1	0.965333	0.736015	0.708668	0.760154	-0.051486	
MZ22513182	MZ22527072	1	0.654471	-1.000000	0.558677	0.480316	0.078360	
MZ22501713	MZ22505010	1	0.894736	0.723014	0.664756	0.822724	-0.157967	
MZ22527480	MZ22508252	1	0.908846	0.894209	0.799354	0.897136	-0.097782	
MZ22509734	MZ22505193	1	0.864098	-0.226425	0.292812	0.391538	-0.098726	
MZ22512002	MZ22523958	1	0.913789	0.947122	0.857766	0.929173	-0.071408	
MZ22501072	MZ22500081	1	0.924321	0.919187	0.840570	0.921546	-0.080975	
MZ22509518	MZ22518692	1	0.895927	0.490582	0.493290	0.693254	-0.199965	
MZ22507232	MZ22507894	1	0.743964	0.935487	0.721603	0.842314	-0.120710	
MZ22530119	MZ22525703	1	0.810691	-0.131080	-0.120898	-0.070321	-0.050577	
MZ22509788	MZ22506695	1	-0.223638	0.915428	0.054159	0.177144	-0.122986	
MZ22519021	MZ22523379	1	0.963387	0.952954	0.913856	0.958171	-0.044314	
MZ22512248	MZ22514251	1	0.506931	0.657305	0.411196	0.579840	-0.168644	
MZ22518494	MZ22519107	1	0.457628	-0.051982	0.164873	0.261624	-0.096751	
MZ22505761	MZ22525732	1	0.762923	0.901630	0.708371	0.786041	-0.077669	
MZ22512869	MZ22524310	1	0.958249	0.794111	0.749437	0.871621	-0.122184	
MZ22508068	MZ22504175	1	0.933696	0.928448	0.859382	0.931072	-0.071690	
MZ22522621	MZ22518696	1	0.940922	-0.396127	0.392106	0.463405	-0.071298	
MZ22505168	MZ22523451	1	0.676438	0.903918	0.657588	0.786731	-0.129143	
MZ22521904	MZ22501546	1	0.041210	0.374059	-0.008985	0.218729	-0.227715	
MZ22504708	MZ22500230	1	0.934213	0.932982	0.863670	0.933529	-0.069859	
MZ22523226	MZ22519435	1	0.101281	0.914380	0.396692	0.507830	-0.111138	
MZ22509650	MZ22501629	1	0.798002	0.908016	0.746320	0.854581	-0.108261	
MZ22525509	MZ22516105	1	-0.358188	0.937242	0.443550	0.525060	-0.081510	
MZ22508272	MZ22511381	1	0.945692	0.941005	0.885217	0.943349	-0.058131	
MZ22509585	MZ22525164	1	0.860789	0.897283	0.783578	0.866002	-0.082425	
MZ22509987	MZ22513595	1	0.935727	0.655977	0.684366	0.795852	-0.111486	
MZ22501042	MZ22503900	1	0.915157	0.694408	0.717986	0.804783	-0.086797	
MZ22516068	MZ22505499	1	0.842154	0.657486	0.671929	0.752618	-0.080689	
MZ22513208	MZ22517020	1	0.580775	0.540874	0.376559	0.561933	-0.185374	
MZ22522632	MZ22512959	1	0.874519	0.571213	0.535666	0.698406	-0.162739	
MZ22502098	MZ22511566	1	0.919751	0.636845	0.666626	0.793188	-0.126561	
MZ22510146	MZ22506039	1	0.816822	0.926966	0.759193	0.870406	-0.111213	
MZ22500036	MZ22519650	1	0.938421	0.935680	0.871506	0.937183	-0.065677	
MZ22528444	MZ22514618	1	0.261917	0.673907	0.562346	0.622408	-0.060062	
MZ22524118	MZ22501392	1	0.748742	0.938132	0.728763	0.838702	-0.109940	
MZ22523299	MZ22514123	1	-0.555665	0.819725	0.238525	0.324585	-0.086060	
MZ22509894	MZ22502766	1	0.851047	0.925526	0.799979	0.890246	-0.090267	
MZ22502933	MZ22506297	1	0.932076	0.954630	0.883406	0.943031	-0.059625	
MZ22529134	MZ22510657	1	0.850712	0.951705	0.851932	0.941606	-0.089674	
MZ22510804	MZ22502440	1	0.754694	0.703152	0.532752	0.727491	-0.194739	
MZ22507498	MZ22519743	1	0.834837	0.935400	0.788771	0.880809	-0.092038	
MZ22520677	MZ22520149	1	0.895172	0.393662	0.446448	0.637640	-0.191192	
MZ22501776	MZ22529272	1	0.924356	0.980853	0.907030	0.929737	-0.022707	
MZ22523793	MZ22508785	1	0.799961	0.036546	0.474664	0.525132	-0.050467	
MZ22500925	MZ22515467	1	0.913722	0.368307	0.458247	0.603827	-0.145580	
MZ22504884	MZ22503454	1	0.909827	0.940798	0.846564	0.924894	-0.078330	
MZ22501707	MZ22528770	1	0.139760	0.949509	0.193061	0.224997	-0.031935	
MZ22503390	MZ22515526	1	0.835505	0.846565	0.695067	0.838793	-0.143726	
MZ22521488	MZ22510817	1	0.215936	0.896672	0.478722	0.601686	-0.122964	
MZ22529190	MZ22522206	1	0.967699	-0.381615	-0.101971	-0.188856	0.086885	
MZ22509324	MZ22520204	1	0.929488	0.944392	0.870169	0.936940	-0.066771	
MZ22501659	MZ22510594	1	0.889915	0.728405	0.688364	0.811343	-0.122979	
MZ22505394	MZ22516080	1	0.857805	0.891202	0.799328	0.872467	-0.073139	
MZ22522911	MZ22527190	1	0.206011	-0.044231	0.025526	0.137763	-0.112238	
MZ22514964	MZ22501486	1	0.925880	0.892284	0.813425	0.910015	-0.096590	
MZ22500434	MZ22517093	1	0.922077	0.629834	0.638722	0.784551	-0.145829	
MZ22509082	MZ22523881	1	0.926089	0.923092	0.844542	0.924502	-0.079960	
MZ22504648	MZ22500743	1	0.957340	0.936652	0.892794	0.946716	-0.053923	
MZ22517721	MZ22508935	1	0.903815	0.940431	0.839202	0.921532	-0.082331	
MZ22514823	MZ22520209	1	0.947536	0.559899	0.688648	0.759591	-0.070943	
MZ22515856	MZ22522725	1	0.722926	0.819785	0.670532	0.771355	-0.100823	
MZ22520329	MZ22516985	1	0.570997	0.924515	0.585844	0.709330	-0.123486	
MZ22514860	MZ22518604	1	0.708541	0.457433	0.455097	0.586792	-0.131694	
MZ22525955	MZ22502829	1	0.698868	0.927834	0.736790	0.839202	-0.102412	
MZ22504115	MZ22502971	1	0.924480	0.945180	0.866143	0.935865	-0.069722	
MZ22519340	MZ22516374	1	0.733050	0.917522	0.723656	0.825286	-0.101630	
MZ22521865	MZ22522871	1	0.916602	0.840412	0.752749	0.900276	-0.147527	
MZ22516730	MZ22502567	1	0.926991	0.896507	0.821288	0.910513	-0.089225	
MZ22517217	MZ22505938	1	0.924104	0.953258	0.874160	0.938287	-0.064127	
MZ22526169	MZ22505849	1	0.491058	0.837026	0.534968	0.713466	-0.178498	
MZ22511265	MZ22514451	1	0.921882	0.710059	0.686424	0.815971	-0.129547	
MZ22507968	MZ22521212	1	0.837481	0.445662	0.515376	0.653096	-0.137719	
MZ22509053	MZ22515419	1	0.676981	0.685418	0.486065	0.681608	-0.195543	
MZ22503352	MZ22507548	1	0.860582	0.922891	0.783382	0.890894	-0.107513	
MZ22506936	MZ22525760	1	0.933578	0.847768	0.803665	0.889084	-0.085419	
MZ22509478	MZ22500920	1	0.942775	0.932878	0.872533	0.937953	-0.065420	
MZ22508732	MZ22500333	1	0.921997	0.911606	0.829446	0.916801	-0.087356	
MZ22514960	MZ22515731	1	0.944971	0.948947	0.891413	0.947129	-0.055717	
MZ22524174	MZ22512111	1	0.267330	0.861011	0.678479	0.706138	-0.027659	
MZ22522180	MZ22530488	1	0.151434	0.952398	0.336230	0.297064	0.039166	
MZ22509126	MZ22506071	1	0.952952	0.904486	0.852604	0.921795	-0.069191	
MZ22527397	MZ22516282	1	0.496793	0.625701	0.485459	0.567106	-0.081648	
MZ22510773	MZ22502806	1	0.879959	0.512743	0.498329	0.685551	-0.187221	
MZ22500795	MZ22500244	1	0.932902	0.604366	0.620431	0.768634	-0.148203	
MZ22501154	MZ22511078	1	0.891338	0.897282	0.785578	0.894310	-0.108732	
MZ22501996	MZ22501049	1	0.923518	0.817116	0.776035	0.867517	-0.091482	
MZ22502854	MZ22510700	1	0.948462	0.595272	0.632469	0.767094	-0.134626	
MZ22526449	MZ22500187	1	0.455948	-0.100591	-0.067081	0.110510	-0.177591	
MZ22502274	MZ22504600	1	0.950632	0.873873	0.821909	0.910120	-0.088212	
MZ22508672	MZ22514731	1	0.947931	0.671814	0.716791	0.809872	-0.093081	
MZ22500287	MZ22520270	1	0.931839	0.901787	0.833593	0.916407	-0.082814	
MZ22503789	MZ22512574	1	0.734846	0.934995	0.717934	0.832061	-0.114127	
MZ22512030	MZ22523732	1	0.824874	0.954052	0.781468	0.842489	-0.061022	
MZ22500364	MZ22508548	1	0.937195	0.109101	0.409031	0.523148	-0.114117	
MZ22503032	MZ22507614	1	0.913701	0.866199	0.773845	0.874836	-0.100991	
MZ22511522	MZ22513691	1	0.773629	0.817974	0.630255	0.790450	-0.160195	
MZ22512237	MZ22525632	1	0.769934	0.136395	0.399057	0.566296	-0.167240	
MZ22521531	MZ22528212	1	0.722054	0.893210	0.620006	0.747727	-0.127721	
MZ22502070	MZ22515542	1	0.909942	0.916928	0.822266	0.913535	-0.091269	
MZ22504430	MZ22518307	1	0.938687	0.180587	0.549098	0.635447	-0.086349	
MZ22526280	MZ22508893	1	0.290352	0.942118	0.820845	0.849009	-0.028164	
MZ22519673	MZ22507715	1	0.237620	0.922275	0.836016	0.824467	0.011549	
MZ22518004	MZ22506265	1	0.827300	0.613657	0.540322	0.717241	-0.176919	
MZ22505160	MZ22528749	1	0.849458	0.951878	0.792154	0.859700	-0.067546	
MZ22521531	MZ22500804	1	0.722054	0.754593	0.562189	0.739643	-0.177454	
MZ22501014	MZ22516728	1	0.959683	0.851945	0.830139	0.890423	-0.060284	
MZ22504362	MZ22503703	1	0.926361	0.920746	0.843240	0.923701	-0.080461	
MZ22528108	MZ22522065	1	0.941495	0.183108	0.266802	0.342768	-0.075966	
MZ22512398	MZ22507553	1	0.904512	0.891556	0.792838	0.898219	-0.105381	
MZ22511390	MZ22507498	1	0.930500	0.834837	0.786020	0.881376	-0.095356	
MZ22505315	MZ22518189	1	0.914370	0.799895	0.746652	0.871124	-0.124472	
MZ22520162	MZ22519081	1	0.576881	0.711674	0.454752	0.644278	-0.189526	
MZ22517689	MZ22522849	1	0.936061	0.860860	0.819183	0.901683	-0.082501	
MZ22527403	MZ22517048	1	0.607705	0.229764	0.363740	0.456529	-0.092789	
MZ22511309	MZ22525446	1	0.896924	0.867598	0.770682	0.886773	-0.116091	
MZ22502288	MZ22508227	1	0.547282	0.943991	0.568198	0.734617	-0.166419	
MZ22505877	MZ22513435	1	0.654644	0.578268	0.404863	0.611364	-0.206501	
MZ22520204	MZ22512713	1	0.944392	0.842342	0.821728	0.894913	-0.073185	
MZ22521131	MZ22520739	1	0.798803	0.766396	0.609088	0.791758	-0.182670	
MZ22503126	MZ22511399	1	0.902462	0.925398	0.826238	0.913930	-0.087692	
MZ22523093	MZ22531156	1	0.469254	-1.000000	0.017237	0.028478	-0.011240	
MZ22500348	MZ22505568	1	0.947182	0.182008	0.350190	0.522085	-0.171895	
MZ22525225	MZ22521710	1	0.911583	0.873095	0.784289	0.883135	-0.098847	
MZ22500048	MZ22519293	1	0.718669	0.910688	0.679955	0.790205	-0.110250	
MZ22509192	MZ22503190	1	0.730935	0.786004	0.610442	0.759999	-0.149557	
MZ22515731	MZ22506275	1	0.948947	0.914126	0.859539	0.931536	-0.071998	
MZ22508817	MZ22510852	1	0.960104	0.551426	0.648863	0.750242	-0.101380	
MZ22521853	MZ22503873	1	0.798824	0.808879	0.663726	0.804309	-0.140582	
MZ22524363	MZ22513587	1	0.920798	0.952930	0.871287	0.937382	-0.066096	
MZ22518793	MZ22510016	1	0.891704	0.933860	0.821357	0.912782	-0.091425	
MZ22500009	MZ22500466	1	0.951345	0.527018	0.619724	0.766382	-0.146658	
MZ22526375	MZ22521248	1	-0.666667	0.779261	0.580386	0.538273	0.042113	
MZ22508774	MZ22512459	1	0.953347	0.834741	0.796436	0.895738	-0.099302	
MZ22512637	MZ22503787	1	0.933432	0.865985	0.798917	0.899708	-0.100792	
MZ22519111	MZ22506427	1	0.904186	0.941172	0.849208	0.920624	-0.071416	
MZ22508946	MZ22526426	1	0.901833	0.955496	0.854533	0.927086	-0.072553	
MZ22507605	MZ22505011	1	0.842537	0.532189	0.487412	0.657649	-0.170237	
MZ22512976	MZ22527581	1	0.694578	-0.263697	0.474953	0.523457	-0.048504	
MZ22521263	MZ22504329	1	0.792897	0.948885	0.777774	0.879557	-0.101783	
MZ22502327	MZ22511608	1	0.940863	0.474520	0.602245	0.721407	-0.119162	
MZ22508411	MZ22503779	1	0.848421	0.941936	0.786123	0.910764	-0.124641	
MZ22518190	MZ22526878	1	0.486759	0.946159	0.568596	0.716459	-0.147863	
MZ22523774	MZ22514467	1	0.893248	0.011495	0.544472	0.614800	-0.070328	
MZ22511610	MZ22502426	1	0.915780	0.359969	0.453071	0.615342	-0.162271	
MZ22522159	MZ22526236	1	0.808836	0.816312	0.668075	0.811111	-0.143037	
MZ22505161	MZ22512465	1	0.866457	0.833096	0.758010	0.850703	-0.092693	
MZ22519252	MZ22506506	1	0.906028	0.551868	0.578348	0.728948	-0.150600	
MZ22523611	MZ22520762	1	0.114560	0.903813	0.507880	0.651252	-0.143372	
MZ22518213	MZ22513140	1	0.822216	0.344124	0.395497	0.576709	-0.181212	
MZ22504679	MZ22528766	1	0.911519	0.950656	0.856135	0.915433	-0.059297	
MZ22513183	MZ22508850	1	0.849102	0.867105	0.715793	0.858104	-0.142310	
MZ22524748	MZ22514564	1	-1.000000	0.713255	0.465807	0.401754	0.064053	
MZ22520974	MZ22502083	1	0.952269	0.920514	0.871472	0.935170	-0.063698	
MZ22516183	MZ22514739	1	0.932446	0.941189	0.871377	0.937060	-0.065683	
MZ22519963	MZ22503236	1	0.928639	0.933058	0.858494	0.930797	-0.072303	
MZ22501370	MZ22505844	1	0.901467	0.571121	0.649010	0.741013	-0.092004	
MZ22510956	MZ22524945	1	0.928603	0.896797	0.820954	0.914239	-0.093285	
MZ22526948	MZ22513220	1	-0.800000	-0.088068	-0.312425	-0.361888	0.049463	
MZ22512826	MZ22512713	1	0.881586	0.842342	0.759562	0.863118	-0.103557	
MZ22503910	MZ22516802	1	0.947200	0.942677	0.888056	0.944939	-0.056882	
MZ22516599	MZ22511256	1	0.591913	0.939442	0.661811	0.792411	-0.130599	
MZ22521202	MZ22500080	1	0.390694	0.904169	0.479877	0.696003	-0.216126	
MZ22500321	MZ22504325	1	0.960344	0.934102	0.892028	0.947914	-0.055885	
MZ22516892	MZ22524677	1	0.659334	0.885905	0.611493	0.758459	-0.146966	
MZ22522295	MZ22516286	1	0.341944	0.349389	0.156243	0.345666	-0.189423	
MZ22502227	MZ22526393	1	0.686311	0.608486	0.429009	0.653294	-0.224285	
MZ22500266	MZ22507735	1	0.540301	0.493155	0.364444	0.519085	-0.154641	
MZ22505796	MZ22510078	1	0.929994	0.607393	0.613552	0.773053	-0.159500	
MZ22523075	MZ22519162	1	0.731435	-0.005917	0.284593	0.389093	-0.104500	
MZ22513077	MZ22504030	1	0.867668	0.924007	0.786514	0.896560	-0.110046	
MZ22510852	MZ22506849	1	0.551426	0.920288	0.609843	0.735857	-0.126014	
MZ22510252	MZ22507940	1	0.871647	0.919528	0.794747	0.893411	-0.098664	
MZ22512690	MZ22530134	1	0.299015	-1.000000	0.310745	0.154680	0.156065	
MZ22517616	MZ22514273	1	0.952461	0.711212	0.740233	0.839376	-0.099142	
MZ22516559	MZ22505881	1	0.597322	0.842402	0.543763	0.738429	-0.194666	
MZ22505148	MZ22508234	1	0.777955	0.814671	0.716023	0.794273	-0.078250	
MZ22516775	MZ22525671	1	0.851249	0.951487	0.798098	0.883325	-0.085228	
MZ22503238	MZ22529296	1	0.831123	-1.000000	0.687545	0.664657	0.022888	
MZ22507088	MZ22513144	1	0.913091	0.383823	0.474944	0.656018	-0.181074	
MZ22528340	MZ22514812	1	0.870342	0.929860	0.817747	0.923908	-0.106161	
MZ22528475	MZ22517362	1	-1.000000	0.142771	0.329696	-0.314337	0.644033	
MZ22503215	MZ22502661	1	0.892468	0.916563	0.810096	0.904860	-0.094764	
MZ22512057	MZ22508398	1	0.499379	0.898002	0.523740	0.704385	-0.180645	
MZ22504386	MZ22508544	1	0.911138	0.828686	0.796800	0.869912	-0.073112	
MZ22518219	MZ22501553	1	0.898536	0.805345	0.728673	0.843204	-0.114531	
MZ22524686	MZ22520040	1	0.935862	0.871184	0.829068	0.899481	-0.070413	
MZ22502018	MZ22513089	1	0.896315	-0.061906	0.384282	0.466768	-0.082486	
MZ22510072	MZ22519863	1	0.778957	0.528173	0.440521	0.653565	-0.213044	
MZ22500845	MZ22514878	1	0.883765	0.911923	0.791955	0.897463	-0.105509	
MZ22524760	MZ22511412	1	0.538648	0.569173	0.467173	0.562747	-0.095574	
MZ22523827	MZ22511767	1	0.322467	0.815219	0.315440	0.493035	-0.177595	
MZ22504358	MZ22506868	1	0.837768	0.930814	0.786659	0.881706	-0.095048	
MZ22506531	MZ22507122	1	0.732778	0.912803	0.726516	0.834954	-0.108438	
MZ22504019	MZ22505724	1	0.830330	0.904178	0.736076	0.866199	-0.130123	
MZ22524150	MZ22507789	1	0.897927	0.854953	0.753656	0.874487	-0.120830	
MZ22500536	MZ22509246	1	0.923530	0.595610	0.642058	0.759570	-0.117512	
MZ22524472	MZ22500469	1	-0.280602	0.220893	-0.076900	0.068264	-0.145164	
MZ22505823	MZ22511365	1	0.946949	0.625942	0.609611	0.791031	-0.181420	
MZ22512693	MZ22501411	1	0.617444	0.928237	0.695589	0.832608	-0.137019	
MZ22501729	MZ22510451	1	0.870179	0.907951	0.777152	0.890176	-0.113024	
MZ22521526	MZ22506049	1	0.760765	0.954991	0.743948	0.857878	-0.113930	
MZ22530367	MZ22512514	1	-1.000000	0.772629	0.662959	0.595366	0.067593	
MZ22508432	MZ22507060	1	0.741522	0.856234	0.689571	0.795504	-0.105934	
MZ22508951	MZ22510979	1	0.599028	0.845266	0.628077	0.742005	-0.113928	
MZ22517934	MZ22519016	1	0.888625	0.850364	0.734116	0.871234	-0.137118	
MZ22501046	MZ22514428	1	0.939129	0.606056	0.633253	0.777093	-0.143841	
MZ22500057	MZ22521756	1	0.892710	0.922036	0.811432	0.901508	-0.090076	
MZ22514266	MZ22508393	1	0.551879	0.531911	0.373014	0.543892	-0.170878	
MZ22508726	MZ22502073	1	0.902183	0.927739	0.825863	0.914251	-0.088388	
MZ22524495	MZ22524318	1	0.943984	0.852850	0.796735	0.905427	-0.108692	
MZ22518065	MZ22507227	1	0.784478	0.929579	0.737711	0.842518	-0.104807	
MZ22527903	MZ22501360	1	0.932251	0.944727	0.851963	0.943026	-0.091063	
MZ22500040	MZ22503559	1	0.949282	0.933813	0.880731	0.941757	-0.061026	
MZ22514620	MZ22526241	1	0.952464	0.372349	0.692788	0.773967	-0.081179	
MZ22507845	MZ22516034	1	0.312232	0.914370	0.459519	0.613301	-0.153782	
MZ22501911	MZ22515490	1	0.963345	0.499956	0.658418	0.752714	-0.094296	
MZ22513973	MZ22500432	1	0.906145	0.908644	0.812216	0.907428	-0.095212	
MZ22528776	MZ22522809	1	-1.000000	0.916325	0.795521	0.724692	0.070828	
MZ22516873	MZ22514642	1	0.059085	0.955889	0.115692	0.162562	-0.046871	
MZ22500402	MZ22519063	1	0.926924	0.907131	0.831969	0.920326	-0.088357	
MZ22504599	MZ22506702	1	0.938460	0.761174	0.714959	0.844603	-0.129644	
MZ22517740	MZ22519075	1	0.739797	0.680364	0.472105	0.691170	-0.219065	
MZ22502408	MZ22507172	1	0.653343	0.733312	0.494483	0.693327	-0.198845	
MZ22518860	MZ22503960	1	0.702276	0.890274	0.709935	0.820645	-0.110710	
MZ22502488	MZ22500413	1	0.919526	0.657542	0.684765	0.778458	-0.093693	
MZ22523437	MZ22517995	1	0.894498	0.929028	0.824961	0.921060	-0.096099	
MZ22507146	MZ22524552	1	0.601478	0.903395	0.541886	0.651797	-0.109911	
MZ22516564	MZ22526509	1	0.926213	0.823052	0.756971	0.860565	-0.103594	
MZ22523689	MZ22509376	1	0.886512	0.920706	0.801445	0.904097	-0.102653	
MZ22518720	MZ22507013	1	0.735231	0.905951	0.690399	0.815570	-0.125171	
MZ22516566	MZ22500398	1	0.903197	0.944831	0.843688	0.924014	-0.080326	
MZ22508898	MZ22513969	1	0.701899	0.933482	0.670866	0.814382	-0.143516	
MZ22501796	MZ22511507	1	0.927688	0.936274	0.866370	0.931858	-0.065488	
MZ22501203	MZ22502462	1	0.661947	0.848875	0.641374	0.776516	-0.135141	
MZ22523813	MZ22500060	1	0.751944	0.925806	0.759704	0.843989	-0.084285	
MZ22507130	MZ22504631	1	0.920467	0.817063	0.755335	0.868765	-0.113430	
MZ22510145	MZ22504597	1	0.890014	0.931594	0.817605	0.909649	-0.092044	
